From;To;Max Flow (MW);Min Flow (MW);Data Year;Source;Note
NA-USA-NW;NA-USA-MW;187;-187;2015-2017;[62];Estimate4
NA-USA-NW;NA-USA-RA;1827;-1827;2015-2017;[62];Estimate4
NA-USA-NY;NA-USA-NE;1764;-1764;2015-2017;[62];Estimate4
NA-USA-RA;NA-USA-MW;432;-432;2015-2017;[62];Estimate4
NA-USA-RA;NA-USA-SN;210;-210;2015-2017;[63];
NA-USA-RA;NA-USA-SS;0;0;2015-2017;[62];Estimate4
NA-USA-RE;NA-USA-NY;4086;-4086;2015-2017;[53];
NA-USA-RE;NA-USA-SV;4529;-4529;2015-2017;[53];
NA-USA-RW;NA-USA-ME;1456;-1456;2015-2017;[53];
NA-USA-RW;NA-USA-MW;2196;-2196;2015-2017;[53];
NA-USA-RW;NA-USA-RE;6793;-6793;2015-2017;[53];
NA-USA-RW;NA-USA-RM;5320;-5320;2015-2017;[53];
NA-USA-RW;NA-USA-SV;7342;-7342;2015-2017;[53];
NA-USA-SA;NA-USA-SN;0;0;2015-2017;[62];Estimate4
NA-USA-SA;NA-USA-SW;3000;-3000;2015-2017;[62];Estimate6
NA-USA-SC;NA-USA-RW;4859;-4859;2015-2017;[62];Estimate4
NA-USA-SC;NA-USA-SA;2371;-2371;2015-2017;[62];Estimate4
NA-USA-SC;NA-USA-SV;592;-592;2015-2017;[62];Estimate4
NA-USA-SE;NA-USA-SA;2032;-2032;2015-2017;[62];Estimate4
NA-USA-SE;NA-USA-SC;4405;-4405;2015-2017;[62];Estimate4
NA-USA-SE;NA-USA-SV;4896;-4896;2015-2017;[62];Estimate4
NA-USA-SN;NA-USA-MW;2668;-2668;2015-2017;[63];Estimate5
NA-USA-SN;NA-USA-SW;6978;-6978;2015-2017;[63];
NA-USA-SS;NA-USA-SA;6889;-6889;2015-2017;[62];Estimate4
NA-USA-SS;NA-USA-SN;6889;-6889;2015-2017;[62];Estimate5
NA-USA-SW;NA-USA-MW;3000;-3000;2015-2017;[62];Estimate6
NA-USA-SW;NA-USA-RW;6295;-6295;2015-2017;[62];Estimate6
NA-USA-SW;NA-USA-SC;2970;-2970;2015-2017;[62];Estimate4
OC-AUS-NT;OC-AUS-QL;0;0;2019;[6];
OC-AUS-NT;OC-AUS-SA;0;0;2019;[6];
OC-AUS-NT;OC-AUS-WA;0;0;2019;[6];
OC-AUS-QL;OC-AUS-SA;0;0;2019;[6];
OC-AUS-QL;OC-AUS-SW;1288;-707;2017;[5];
OC-AUS-SA;OC-AUS-SW;0;0;2019;[6];
OC-AUS-SA;OC-AUS-VI;660;-680;2017;[5];
OC-AUS-SA;OC-AUS-WA;0;0;2019;[6];
OC-AUS-SW;OC-AUS-VI;1350;-1600;2017;[5];
OC-AUS-TA;OC-AUS-VI;594;-478;2017;[5];
SA-ARG;SA-BOL;0;0;2015;[161];
SA-ARG;SA-BRA-SO;2250;-2250;2015;[161];
SA-ARG;SA-CHL;633;-633;2015;[161];
SA-ARG;SA-PRY;3320;-3320;2015;[161];
SA-ARG;SA-URY;3276;-3276;2015;[161];
SA-BOL;SA-BRA-CW;0;0;2015;[161];
SA-BOL;SA-BRA-WE;0;0;2015;[161];
SA-BOL;SA-CHL;0;0;2015;[161];
SA-BOL;SA-PER;0;0;2015;[161];
SA-BOL;SA-PRY;0;0;2015;[161];
SA-BRA-CN;SA-BRA-CW;0;0;2017;[9];
SA-BRA-CN;SA-BRA-J2;8518;-8518;2017;[9];
SA-BRA-CN;SA-BRA-J3;13700;-13700;2017;[9];
SA-BRA-CN;SA-BRA-NE;0;0;2017;[9];
SA-BRA-CN;SA-BRA-NW;0;0;2017;[9];
SA-BRA-CN;SA-GUY;0;0;2015;[161];
SA-BRA-CW;SA-BRA-J2;5598;-5380;2017;[9];
SA-BRA-CW;SA-BRA-NE;0;0;2017;[9];
SA-BRA-CW;SA-BRA-NW;0;0;2017;[9];
SA-BRA-CW;SA-BRA-SE;15000;-15000;2017;[9];
SA-BRA-CW;SA-BRA-SO;0;0;2017;[9];
SA-BRA-CW;SA-BRA-WE;7092;-7092;2017;[9];
SA-BRA-CW;SA-PRY;0;0;2015;[161];
SA-BRA-J1;SA-BRA-SE;6800;-6800;2017;[9];
SA-BRA-J1;SA-BRA-SO;8726;-8617;2017;[9];
SA-BRA-J2;SA-BRA-J3;4115;-4115;2017;[9];
SA-BRA-J2;SA-BRA-NE;8200;-4849;2017;[9];
SA-BRA-J3;SA-BRA-NW;2700;-2700;2017;[9];
SA-BRA-J3;SA-BRA-SE;8000;-8000;2017;[9];
SA-BRA-NE;SA-BRA-SE;6936;-6500;2017;[9];
SA-BRA-NW;SA-BRA-WE;0;0;2017;[9];
SA-BRA-NW;SA-COL;0;0;2015;[161];
SA-BRA-NW;SA-GUF;0;0;2015;[161];
SA-BRA-NW;SA-GUY;0;0;2015;[161];
SA-BRA-NW;SA-PER;0;0;2015;[161];
SA-BRA-NW;SA-VEN;200;-200;2015;[161];
SA-BRA-SE;SA-BRA-SO;14920;-14608;2017;[9];
SA-BRA-SO;SA-PRY;7000;-7000;2015;[161];
SA-BRA-SO;SA-URY;570;-570;2015;[161];
SA-BRA-WE;SA-PER;0;0;2015;[161];
SA-CHL;SA-PER;0;0;2015;[161];
SA-COL;NA-PAN;0;0;2015;[161];
SA-COL;SA-ECU;613;-613;2015;[161];
SA-COL;SA-PER;0;0;2015;[161];
SA-COL;SA-VEN;394;-394;2015;[161];
SA-ECU;SA-PER;110;-110;2015;[161];
SA-GUY;SA-VEN;0;0;2015;[161];
